comparison.primary;comparison.secondary
починать;0;1.86046511627907
почта;2.63157894736842;1.24031007751938
пошить;0;1.70542635658915
правильный;0;1.08527131782946
прасковья;0;1.86046511627907
предавать;0;1.55038759689922
приглянуться;23.6842105263158;0.62015503875969
приговариватить;0;0.310077519379845
пригожство;0;1.55038759689922
прижиматься;18.4210526315789;0.62015503875969
прилука;10.5263157894737;1.55038759689922
припасать;0;1.86046511627907
припевать;5.26315789473684;1.55038759689922
припотевать;0;1.24031007751938
приукатывать;0;0.775193798449612
прищипать;0;2.01550387596899
пробрызгивать;0;1.24031007751938
пробудисеться;0;1.24031007751938
прогалинка;0;0.930232558139535
прогуливаться;0;2.17054263565891
прозваньице;0;1.3953488372093
прокатиться;10.5263157894737;1.55038759689922
пролетать;15.7894736842105;0.930232558139535
промышлять;0;0.930232558139535
проснуться;0;2.01550387596899
прохожий;5.26315789473684;1.86046511627907
прочее;0;1.08527131782946
прошибать;0;0.62015503875969
прошуметь;0;2.01550387596899
прощание;26.3157894736842;0.62015503875969
пруцкий;0;0.930232558139535
пряха;0;1.55038759689922
пятак;0;1.86046511627907
разбежалисить;0;1.55038759689922
разгуляюся;0;1.55038759689922
размывать;0;1.55038759689922
разодвигаться;0;0.930232558139535
разосенний;0;1.86046511627907
разрезать;0;1.08527131782946
разыгралисить;0;1.55038759689922
разымчивый;0;0.930232558139535
рай;15.7894736842105;0.930232558139535
расписывать;0;2.01550387596899
расплачиваться;5.26315789473684;1.24031007751938
распотешиться;15.7894736842105;1.24031007751938
рассударушка;0;0.62015503875969
расхвастаться;0;2.01550387596899
расцеловывать;15.7894736842105;0.930232558139535
рванье;0;0.310077519379845
редька;0;1.08527131782946
резвиться;21.0526315789474;0.930232558139535
рель;0;1.55038759689922
ретивой;10.5263157894737;1.3953488372093
решетка;10.5263157894737;1.08527131782946
риза;0;2.01550387596899
родненький;0;2.17054263565891
румяница;0;1.70542635658915
рядиться;0;1.70542635658915
самолучший;0;1.86046511627907
сбросить;5.26315789473684;0.62015503875969
сваливать;0;1.86046511627907
свистнуть;26.3157894736842;0.310077519379845
сворачивать;0;1.70542635658915
свояченица;0;1.24031007751938
своячинить;0;0.465116279069767
сдогадываться;0;1.86046511627907
сдуть;10.5263157894737;0.930232558139535
седина;5.26315789473684;0.930232558139535
сединушка;0;1.55038759689922
сельский;5.26315789473684;1.55038759689922
семейка;0;1.70542635658915
семенушка;0;2.01550387596899
семишелковый;0;0.775193798449612
сеть;13.1578947368421;0.62015503875969
скалывать;0;1.08527131782946
скатный;0;1.86046511627907
складываться;0;1.3953488372093
склонилася;0;0.62015503875969
скот;0;1.08527131782946
скребло;0;0.775193798449612
скрипучий;10.5263157894737;0.310077519379845
сладость;26.3157894736842;0.310077519379845
следок;0;1.70542635658915
слезка;15.7894736842105;0.62015503875969
слепой;10.5263157894737;1.08527131782946
слеталисить;0;2.17054263565891
смыслить;0;2.17054263565891
снаряд;0;2.17054263565891
снигирюшка;0;0.465116279069767
собраньице;0;1.24031007751938
соколица;5.26315789473684;0.62015503875969
солдатск;0;1.55038759689922
соловый;0;1.55038759689922
соломенный;0;1.55038759689922
сосватывать;10.5263157894737;1.3953488372093
софьюшка;0;0.62015503875969
софья;0;0.310077519379845
соходиться;0;1.70542635658915
сочинять;0;1.86046511627907
союшко;0;0.310077519379845
спальнуть;0;1.08527131782946
спечь;0;1.08527131782946
спорить;0;1.55038759689922
спротив;0;1.55038759689922
спрошать;0;2.17054263565891
среда;0;1.55038759689922
стаивать;5.26315789473684;1.55038759689922
стародавный;0;0.775193798449612
старочка;0;1.24031007751938
стая;0;1.24031007751938
стегать;0;1.24031007751938
стеклышко;0;1.86046511627907
стекольчатый;0;1.86046511627907
стойло;0;1.24031007751938
столбочка;0;0.930232558139535
столочить;0;1.55038759689922
страдница;0;1.24031007751938
стыдить;0;1.55038759689922
суббота;0;2.17054263565891
сумочка;0;0.930232558139535
суточка;0;1.55038759689922
сущий;10.5263157894737;1.55038759689922
сход;0;1.70542635658915
сыскиваться;26.3157894736842;0.310077519379845
сякой;0;1.08527131782946
тарелка;0;1.86046511627907
тем;0;1.86046511627907
тенета;0;1.86046511627907
теребить;0;0.930232558139535
тесак;0;1.70542635658915
тесмяный;0;1.55038759689922
тесовенький;0;1.86046511627907
тон;0;1.55038759689922
тонешенек;0;1.86046511627907
тринадцать;0;0.930232558139535
трубочка;0;2.17054263565891
тьма;34.2105263157895;0
уважить;5.26315789473684;1.70542635658915
увивать;0;1.86046511627907
удар;0;1.24031007751938
удила;0;1.70542635658915
удовой;0;1.3953488372093
уздечка;0;1.08527131782946
укатилось;0;0.310077519379845
укладный;5.26315789473684;0.62015503875969
улавливать;0;1.24031007751938
улаживать;7.89473684210526;0.930232558139535
ульянушка;0;1.55038759689922
упадать;13.1578947368421;0.62015503875969
упрямый;0;1.08527131782946
урекаться;0;0.62015503875969
услуга;15.7894736842105;0.62015503875969
успокаивать;23.6842105263158;0.62015503875969
устилать;5.26315789473684;1.86046511627907
устиньин;0;0.310077519379845
усыпать;0;1.24031007751938
утать;0;1.24031007751938
учать;0;1.86046511627907
ученый;0;1.55038759689922
фура;0;0.310077519379845
хладный;26.3157894736842;0.62015503875969
хлопнуть;0;1.86046511627907
хо;0;0.930232558139535
холстина;0;1.55038759689922
хороводный;21.0526315789474;0.62015503875969
чернилица;0;1.55038759689922
чечоточка;0;0.62015503875969
чи;0;0.930232558139535
число;0;1.86046511627907
чувство;28.9473684210526;0.310077519379845
чудотворец;0;0.930232558139535
чуха;0;0.62015503875969
шириночка;0;1.55038759689922
шкатулка;0;1.55038759689922
школьничка;0;0.930232558139535
шлюпка;0;0.930232558139535
шлюпочка;0;0.930232558139535
шубушка;0;1.55038759689922
шумаркать;0;0.775193798449612
щель;0;0.775193798449612
щепетко;0;1.86046511627907
являть;0;1.24031007751938
явный;0;1.70542635658915
язык;5.26315789473684;1.55038759689922
яичко;0;1.3953488372093
янька;0;0.310077519379845
ярко;31.5789473684211;0.310077519379845
ярослав;0;1.24031007751938
ясна;0;1.08527131782946
ящер;0;0.310077519379845
ii;0;0.775193798449612
азов;0;0.930232558139535
алу;0;1.86046511627907
анисья;0;0.930232558139535
аршинчик;0;1.86046511627907
бай;0;1.24031007751938
белянка;0;0.62015503875969
березушко;0;1.55038759689922
близешенько;0;1.24031007751938
богадельный;0;0.62015503875969
богатырский;5.26315789473684;1.3953488372093
бойся;0;0.930232558139535
боль;10.5263157894737;0.930232558139535
бородка;0;0.930232558139535
боронить;0;1.86046511627907
брань;5.26315789473684;1.55038759689922
братский;18.4210526315789;0.62015503875969
бращать;0;1.08527131782946
бурый;0;1.55038759689922
быстренький;0;1.55038759689922
вал;15.7894736842105;0.930232558139535
вгонять;0;1.24031007751938
вдовий;0;1.86046511627907
вербочка;0;0.62015503875969
верныим;0;1.24031007751938
вертеться;10.5263157894737;1.24031007751938
веселисить;0;1.24031007751938
весить;0;0.775193798449612
вечерня;0;1.86046511627907
взаймы;0;1.24031007751938
взбивать;0;1.24031007751938
взводить;0;1.55038759689922
взгаркнуть;0;1.86046511627907
вздешеветь;0;0.775193798449612
взрости;0;1.08527131782946
видывать;10.5263157894737;1.24031007751938
виноградья;0;1.24031007751938
винтовка;0;1.24031007751938
винтовочка;10.5263157894737;1.24031007751938
власть;0;1.55038759689922
водолей;0;1.08527131782946
воеваньице;0;0.465116279069767
возлюблять;0;1.70542635658915
воложанин;0;0.310077519379845
воронеж;0;1.24031007751938
воротец;0;0.62015503875969
восковой;0;1.86046511627907
воскричать;0;1.86046511627907
воспитывать;10.5263157894737;1.24031007751938
восповедовать;0;0.310077519379845
востер;0;1.24031007751938
восхожий;0;1.24031007751938
впускать;0;1.55038759689922
вскуковать;5.26315789473684;1.24031007751938
вспахивать;0;0.930232558139535
всплескивать;10.5263157894737;0.775193798449612
всплывать;0;1.55038759689922
вставлять;5.26315789473684;1.24031007751938
встреть;0;0.62015503875969
встречати;0;1.24031007751938
втапливать;0;0.465116279069767
втаптывать;0;1.3953488372093
въезжать;0;1.86046511627907
выбираться;0;1.55038759689922
выгорать;0;1.3953488372093
выкисать;0;1.08527131782946
вылетывать;0;1.55038759689922
выругать;0;0.775193798449612
высекатить;0;0.310077519379845
выскочити;0;0.930232558139535
гайдучок;0;1.08527131782946
галонька;0;0.310077519379845
галун;0;1.24031007751938
гаркнуть;13.1578947368421;0.930232558139535
гарнитур;0;0.62015503875969
гвоздь;0;1.86046511627907
гладенький;0;1.86046511627907
глазушко;0;1.55038759689922
глас;5.26315789473684;1.3953488372093
гнездушка;0;1.24031007751938
годный;0;1.70542635658915
горюшечка;0;1.55038759689922
горячо;0;1.55038759689922
гостейк;0;0.930232558139535
грать;0;1.24031007751938
гребло;0;1.55038759689922
гренадер;0;1.70542635658915
григорьевич;0;1.24031007751938
грозно;5.26315789473684;1.55038759689922
громкиим;0;1.86046511627907
грошик;0;1.24031007751938
груда;0;1.70542635658915
грузить;0;0.62015503875969
грумант;0;0.465116279069767
губерня;0;1.86046511627907
гулящий;0;1.24031007751938
гусенок;0;1.55038759689922
гуслицы;0;1.70542635658915
данильевич;0;0.310077519379845
девический;15.7894736842105;0.310077519379845
делиться;23.6842105263158;0
ден;0;1.55038759689922
деньщик;0;0.930232558139535
деревнюшка;0;1.55038759689922
деревушка;0;0.930232558139535
десяток;0;1.08527131782946
дивнешенький;0;1.24031007751938
днепр;15.7894736842105;0.310077519379845
добежать;0;1.55038759689922
добыча;15.7894736842105;0.930232558139535
дожидалася;0;1.86046511627907
дожидаючи;0;1.55038759689922
домочек;0;1.24031007751938
допевать;0;0.62015503875969
допускать;0;0.930232558139535
допьяна;0;1.3953488372093
доступать;0;0.62015503875969
досыта;10.5263157894737;0.930232558139535
доход;0;0.930232558139535
дружный;15.7894736842105;0.310077519379845
дубова;0;1.55038759689922
дубовенький;0;1.55038759689922
дудочка;0;1.86046511627907
дуло;0;0.930232558139535
душно;26.3157894736842;0
душок;0;1.24031007751938
дымок;0;0.930232558139535
дюже;0;1.86046511627907
дюрди;0;0.62015503875969
еда;0;1.24031007751938
ежа;0;0.310077519379845
езда;0;1.55038759689922
езжать;0;1.08527131782946
еремушка;0;0.310077519379845
ества;0;0.930232558139535
жемчужненький;0;0.62015503875969
жененок;0;1.24031007751938
женин;0;1.24031007751938
жестяночка;0;0.775193798449612
животина;0;1.08527131782946
забиваться;31.5789473684211;0
забияка;0;1.24031007751938
завет;5.26315789473684;0.62015503875969
завечать;0;1.24031007751938
завешивать;0;1.70542635658915
заводушка;0;1.24031007751938
завыть;10.5263157894737;1.24031007751938
загреметь;0;1.86046511627907
зад;0;1.08527131782946
задавать;0;1.08527131782946
задеть;0;1.3953488372093
задувать;0;1.24031007751938
зажимать;0;0.62015503875969
заигрывать;0;1.24031007751938
заказ;0;0.465116279069767
закоулок;0;0.930232558139535
закутить;0;1.08527131782946
заматываться;0;1.24031007751938
замот;0;0.62015503875969
заодно;0;1.70542635658915
запор;5.26315789473684;1.3953488372093
запорученный;0;0.310077519379845
зарезанный;0;1.70542635658915
зарезаться;0;1.86046511627907
заростай;0;1.55038759689922
зарыдать;13.1578947368421;0.930232558139535
застоялый;0;0.775193798449612
засушивать;0;1.55038759689922
захлопывать;2.63157894736842;0.930232558139535
захрапеть;0;0.930232558139535
зацеплять;0;1.70542635658915
зашивать;0;1.55038759689922
здоровалисить;0;1.55038759689922
зловещий;26.3157894736842;0
змеюшка;0;0.930232558139535
знаменщик;0;0.62015503875969
зябнуть;0;0.775193798449612
игрелив;0;1.24031007751938
известие;0;1.3953488372093
известь;0;1.70542635658915
изменщик;5.26315789473684;1.24031007751938
изменщичек;0;0.62015503875969
изумруд;23.6842105263158;0.310077519379845
именьице;0;0.775193798449612
именять;0;0.775193798449612
ины;0;0.930232558139535
искалывать;0;1.3953488372093
искренний;23.6842105263158;0.310077519379845
испройти;0;1.3953488372093
истерзать;10.5263157894737;0.930232558139535
казанец;0;1.24031007751938
казачие;0;1.3953488372093
казачушка;0;0.930232558139535
казенивать;0;0.62015503875969
каменистый;0;1.86046511627907
камчатный;5.26315789473684;0.930232558139535
камынин;0;0.310077519379845
камышевый;0;1.24031007751938
канареечка;0;1.86046511627907
капитал;0;0.310077519379845
карпов;0;0.930232558139535
керженка;0;0.930232558139535
кипучий;0;1.70542635658915
киснуть;0;0.930232558139535
кладовая;0;1.70542635658915
клен;0;1.24031007751938
клич;0;0.930232558139535
ключева;0;0.930232558139535
княгинино;0;1.3953488372093
княженецкий;0;0.775193798449612
козырь;0;1.55038759689922
кокошничок;0;1.3953488372093
кокушечка;0;1.3953488372093
кокушка;0;1.24031007751938
колесо;10.5263157894737;1.24031007751938
колышек;0;1.86046511627907
колючий;5.26315789473684;0.775193798449612
комарище;0;0.310077519379845
коморка;0;0.62015503875969
компань;0;1.55038759689922
компаньица;0;1.55038759689922
конечно;26.3157894736842;0.310077519379845
константин;0;1.24031007751938
конюшка;0;1.55038759689922
кормилица;21.0526315789474;0.310077519379845
кормленый;0;1.86046511627907
королевична;0;0.930232558139535
королевичня;0;1.55038759689922
королевнин;0;1.08527131782946
королевск;0;0.930232558139535
королюшко;0;0.465116279069767
коротенек;0;1.86046511627907
косистый;0;0.62015503875969
косица;0;1.86046511627907
костер;0;0.930232558139535
костыль;0;1.24031007751938
косявчатый;0;1.24031007751938
кошель;0;1.55038759689922
кринка;0;1.08527131782946
кроватничка;0;0.62015503875969
кровелька;15.7894736842105;0.310077519379845
кружечка;0;0.930232558139535
крупитчатый;0;1.3953488372093
крытый;0;1.55038759689922
кудерюшка;0;1.24031007751938
кумитеся;0;0.465116279069767
куньюю;0;0.465116279069767
лазить;0;0.930232558139535
ласток;0;0.310077519379845
легкокрылый;26.3157894736842;0
легохонький;0;1.55038759689922
ленда;0;0.930232558139535
ленивый;0;1.86046511627907
ленися;0;0.62015503875969
липинок;0;0.62015503875969
лиса;0;1.55038759689922
литонский;0;0.775193798449612
лишний;0;1.55038759689922
лодь;0;0.465116279069767
лупить;0;1.08527131782946
лучок;0;1.55038759689922
любова;0;1.86046511627907
любовный;5.26315789473684;1.55038759689922
маиора;0;0.930232558139535
маковочка;0;0.62015503875969
малешенька;0;1.55038759689922
манек;0;0.775193798449612
манишка;0;1.24031007751938
марс;0;0.62015503875969
маруха;0;0.310077519379845
матица;0;1.24031007751938
матросик;0;1.55038759689922
машурка;0;0.62015503875969
медвяный;5.26315789473684;1.24031007751938
медь;7.89473684210526;0.930232558139535
мел;0;1.86046511627907
мерзкий;0;1.55038759689922
миг;23.6842105263158;0.310077519379845
мигать;0;0.930232558139535
мизинец;0;1.24031007751938
милка;0;1.24031007751938
мириться;5.26315789473684;0.930232558139535
мирской;7.89473684210526;1.24031007751938
многу;0;1.08527131782946
мододец;0;1.86046511627907
моздокский;0;1.08527131782946
мокрый;0;1.24031007751938
молодые;0;1.55038759689922
молочко;0;1.08527131782946
монастырский;0;1.24031007751938
моргать;10.5263157894737;1.24031007751938
моревич;0;0.310077519379845
моречка;0;1.55038759689922
морозов;5.26315789473684;1.3953488372093
мостовина;0;0.930232558139535
мосточек;0;1.24031007751938
мочальный;0;1.70542635658915
мочный;28.9473684210526;0
моща;0;0.310077519379845
мудр;0;1.24031007751938
мутовка;0;0.775193798449612
мыленка;0;0.775193798449612
мылечко;0;0.62015503875969
наваливаться;0;1.86046511627907
наговор;2.63157894736842;0.930232558139535
надеженький;0;1.86046511627907
надкушать;0;0.310077519379845
наигрывать;0;1.86046511627907
накалывать;0;1.86046511627907
накапливать;0;1.24031007751938
наклад;0;1.55038759689922
наклать;0;0.775193798449612
наклоняться;10.5263157894737;0.930232558139535
након;0;1.24031007751938
накутить;0;1.3953488372093
наливочка;0;1.70542635658915
нанковый;0;1.08527131782946
наносный;0;1.24031007751938
наплавалисить;0;0.930232558139535
наповодить;0;0.310077519379845
напраслина;0;1.55038759689922
насад;0;1.24031007751938
насаждать;5.26315789473684;1.24031007751938
насилушка;0;1.55038759689922
насмешливый;0;1.55038759689922
наставлять;0;1.24031007751938
настоящий;0;1.55038759689922
настрой;0;1.24031007751938
натрескаться;0;1.55038759689922
нахожуся;0;1.24031007751938
нашесточка;0;0.930232558139535
невозвратный;18.4210526315789;0.62015503875969
недалеко;15.7894736842105;0.930232558139535
незнамый;0;1.24031007751938
нелюбой;0;1.24031007751938
немилостивый;0;0.775193798449612
немочь;0;1.24031007751938
нен;0;0.310077519379845
неотгадливый;0;0.775193798449612
несогласный;5.26315789473684;0.930232558139535
несчастье;0;1.24031007751938
нетуть;0;1.55038759689922
неумный;0;1.24031007751938
новагород;0;1.24031007751938
нора;0;0.930232558139535
обмачивать;0;1.24031007751938
обновка;0;1.24031007751938
образумилася;0;0.465116279069767
обруч;0;1.86046511627907
ограда;0;1.86046511627907
одеялечко;0;1.24031007751938
одинешенек;10.5263157894737;1.24031007751938
околышек;0;0.465116279069767
оконце;10.5263157894737;0.930232558139535
оленушка;0;0.310077519379845
опояска;0;0.775193798449612
опоясывать;2.63157894736842;0.62015503875969
опустилися;0;1.55038759689922
орехов;0;0.930232558139535
осетр;0;0.775193798449612
осматривать;0;0.930232558139535
осмеливаться;0;1.55038759689922
особица;0;1.08527131782946
осталася;0;1.24031007751938
остаюся;0;1.86046511627907
островый;0;0.62015503875969
отбирать;0;1.24031007751938
отбывать;10.5263157894737;1.24031007751938
отдаваться;10.5263157894737;1.24031007751938
отплачивать;10.5263157894737;1.24031007751938
отпоясывать;0;0.775193798449612
отправлять;0;1.55038759689922
отрываться;0;0.930232558139535
отступаться;0;1.3953488372093
павел;0;1.55038759689922
панна;0;0.62015503875969
пар;0;1.24031007751938
парадный;0;1.70542635658915
парнишка;0;0.930232558139535
пароход;0;1.55038759689922
партия;0;0.62015503875969
пахан;0;1.55038759689922
пахучий;0;0.310077519379845
пение;5.26315789473684;1.24031007751938
перевезти;0;1.86046511627907
перекликать;0;0.310077519379845
перекрас;0;0.62015503875969
переламывать;0;1.08527131782946
переломать;0;1.86046511627907
перемывать;0;1.24031007751938
перенашивать;0;1.24031007751938
перепадать;0;1.86046511627907
перепалывать;0;0.930232558139535
перепой;0;1.24031007751938
петрушка;0;1.3953488372093
печище;0;0.930232558139535
пиивать;0;0.465116279069767
писати;0;0.62015503875969
плескаться;0;0.775193798449612
плотничек;0;1.24031007751938
повар;0;1.3953488372093
повешение;0;0.775193798449612
повешенный;0;1.70542635658915
поводок;0;1.55038759689922
подбадриваться;0;1.24031007751938
подеватися;0;0.310077519379845
поджигать;0;1.55038759689922
поджинать;0;1.86046511627907
подкатить;0;1.3953488372093
подкашивать;5.26315789473684;1.3953488372093
подковка;0;1.55038759689922
подкошеный;0;1.3953488372093
подо;0;1.24031007751938
подоить;0;1.08527131782946
подступать;0;0.930232558139535
поедать;10.5263157894737;1.24031007751938
пожелать;10.5263157894737;0.62015503875969
пожелтеть;21.0526315789474;0.62015503875969
позабыть;0;1.55038759689922
позавтракатить;0;1.3953488372093
позадь;0;1.24031007751938
поздравствоваться;0;0.930232558139535
позолоченный;0;1.86046511627907
покатилися;0;1.86046511627907
поклонный;0;1.70542635658915
покопить;0;1.55038759689922
покровский;0;1.86046511627907
покуда;0;1.55038759689922
покудова;0;1.08527131782946
покупаться;0;1.24031007751938
поленька;0;1.24031007751938
полна;0;1.86046511627907
поломаться;0;1.08527131782946
полпивцо;0;1.08527131782946
полтинушка;0;1.86046511627907
полушелковый;0;1.70542635658915
полюбовный;10.5263157894737;0.930232558139535
померкнуть;15.7894736842105;0.62015503875969
поминки;0;1.24031007751938
помышлять;10.5263157894737;1.24031007751938
понарядливый;0;0.310077519379845
поневолить;0;1.55038759689922
порадоваться;7.89473684210526;0.62015503875969
поразбракаться;0;0.775193798449612
порожек;0;1.55038759689922
пороться;0;0.465116279069767
портрет;0;0.930232558139535
поручный;0;0.775193798449612
посковать;0;0.62015503875969
посконный;0;1.55038759689922
посох;0;1.24031007751938
посыл;0;1.55038759689922
поучити;0;0.310077519379845
похвальба;0;1.24031007751938
похмельице;0;1.86046511627907
початочек;0;1.70542635658915
почуять;0;1.55038759689922
преславный;0;1.86046511627907
преставиться;0;1.55038759689922
пресчастливый;0;1.86046511627907
прибесчестить;0;0.775193798449612
приближенная;0;0.930232558139535
привечать;7.89473684210526;1.24031007751938
привязываться;7.89473684210526;1.24031007751938
пригонять;0;1.24031007751938
придтить;0;0.62015503875969
призакрывать;0;0.930232558139535
примолвить;15.7894736842105;0.310077519379845
припадаючи;0;1.70542635658915
природный;10.5263157894737;0.930232558139535
приступать;0;1.86046511627907
пристыжать;0;1.86046511627907
притомлять;0;1.3953488372093
приуедать;0;0.930232558139535
приупито;0;0.930232558139535
прихватывать;0;1.86046511627907
причащать;0;1.55038759689922
пришибать;5.26315789473684;1.24031007751938
приютитися;0;0.465116279069767
приятство;5.26315789473684;1.55038759689922
прогнать;5.26315789473684;1.3953488372093
продумывать;0;1.3953488372093
проклинаючи;0;1.08527131782946
прокричать;0;1.55038759689922
пролет;0;1.3953488372093
прорастать;0;1.3953488372093
прорубать;0;0.930232558139535
прорыть;0;1.24031007751938
проснися;0;1.24031007751938
прочий;0;1.24031007751938
пруточек;0;1.86046511627907
пруточку;0;0.310077519379845
прутский;0;0.62015503875969
прямой;10.5263157894737;0.930232558139535
прятать;5.26315789473684;0.930232558139535
пуховенький;0;1.24031007751938
пучок;0;1.55038759689922
пушить;0;1.86046511627907
пшено;0;1.55038759689922
пыльно;0;1.86046511627907
пышно;7.89473684210526;0.310077519379845
разбаливаться;0;1.86046511627907
разбойничать;0;1.24031007751938
разболокать;0;0.775193798449612
разбранилася;0;0.930232558139535
разваливаться;0;1.24031007751938
разгадывать;5.26315789473684;1.3953488372093
разгарчивый;0;1.24031007751938
разгорелось;0;1.55038759689922
раздавать;0;1.55038759689922
раздуш;0;1.55038759689922
разин;10.5263157894737;1.24031007751938
разлеталисить;0;1.55038759689922
разлучник;0;1.24031007751938
размахивать;0;1.86046511627907
размениваться;0;1.24031007751938
разноцветнуть;0;0.310077519379845
ранить;0;1.70542635658915
раскаиваться;18.4210526315789;0.62015503875969
расколисить;0;0.930232558139535
расплеталася;0;0.930232558139535
расправлять;10.5263157894737;0.775193798449612
распрогневаться;0;1.24031007751938
распрощаюся;0;1.55038759689922
рассадушка;0;0.62015503875969
рассмехнуться;0;0.930232558139535
расстанавливать;0;0.775193798449612
растапливаться;5.26315789473684;0.62015503875969
рать;15.7894736842105;0.930232558139535
ребрышко;0;1.86046511627907
ребятишки;0;1.3953488372093
редкий;0;0.930232558139535
рекрутский;0;1.3953488372093
рельице;0;0.62015503875969
решеточка;0;1.55038759689922
рок;23.6842105263158;0.310077519379845
российский;0;1.55038759689922
ростов;0;1.55038759689922
рубаха;0;1.70542635658915
рубцов;0;1.86046511627907
румянилася;0;1.24031007751938
русак;0;1.24031007751938
рыбочка;0;1.3953488372093
рыбушка;0;1.3953488372093
рыжичок;0;0.62015503875969
рычать;0;1.3953488372093
ряженый;10.5263157894737;0.62015503875969
саван;10.5263157894737;0.62015503875969
савельевна;0;0.310077519379845
садичка;0;1.55038759689922
сажа;0;1.24031007751938
салопчик;0;1.08527131782946
сбрякать;0;1.24031007751938
свашенька;0;0.62015503875969
свевать;5.26315789473684;1.24031007751938
сведаться;21.0526315789474;0.62015503875969
свеженький;0;1.86046511627907
сверх;0;1.55038759689922
свита;0;1.24031007751938
свобода;31.5789473684211;0
свободушка;10.5263157894737;1.24031007751938
сголовьице;0;1.24031007751938
сдивоваться;0;0.930232558139535
сдыхать;0;1.08527131782946
седатый;0;1.55038759689922
семенович;0;1.24031007751938
серебряна;0;1.86046511627907
синенький;0;1.86046511627907
синица;0;0.930232558139535
сиротать;0;1.24031007751938
сиротиночка;0;1.55038759689922
сиротский;0;0.930232558139535
ситчик;0;1.70542635658915
складать;0;1.24031007751938
склать;0;0.930232558139535
скляночка;0;1.24031007751938
сковать;0;1.08527131782946
скорбный;0;1.24031007751938
скотинушка;0;1.3953488372093
скричать;0;1.86046511627907
скучиваться;0;1.24031007751938
службица;0;1.86046511627907
слюбляться;10.5263157894737;1.24031007751938
снасть;0;1.24031007751938
снигирь;0;0.465116279069767
соборн;0;0.775193798449612
совыкание;0;1.86046511627907
согласие;0;1.3953488372093
согревать;10.5263157894737;0.930232558139535
созревать;0;1.24031007751938
соколичка;0;1.24031007751938
сокрыться;28.9473684210526;0
солдатство;0;0.465116279069767
софиюшку;0;0.465116279069767
спадать;5.26315789473684;1.24031007751938
спалить;21.0526315789474;0.310077519379845
спасенай;0;0.310077519379845
спрятать;5.26315789473684;1.55038759689922
сряжаться;0;1.86046511627907
ссечь;0;0.930232558139535
ставать;0;1.24031007751938
станок;0;1.55038759689922
старешенький;0;1.08527131782946
статный;0;1.55038759689922
стафид;0;0.310077519379845
стих;0;1.55038759689922
стойлице;0;0.775193798449612
страх;15.7894736842105;0.62015503875969
страшиться;10.5263157894737;0.930232558139535
стрелка;0;1.08527131782946
стречать;0;0.930232558139535
строгий;0;1.3953488372093
стройный;13.1578947368421;0.310077519379845
строка;5.26315789473684;1.24031007751938
строчка;0;1.55038759689922
струг;2.63157894736842;0.930232558139535
стыдливый;5.26315789473684;0.930232558139535
суденушко;0;1.55038759689922
сума;0;1.08527131782946
супроти;0;1.24031007751938
сутки;0;1.86046511627907
сучечка;0;0.930232558139535
сызмаленька;0;1.55038759689922
сымать;0;1.86046511627907
табунок;0;0.62015503875969
тамбовский;0;1.3953488372093
татушка;0;0.62015503875969
тверская;0;1.3953488372093
тверской;0;1.55038759689922
телогрейка;0;0.775193798449612
тига;21.0526315789474;0.310077519379845
тишина;15.7894736842105;0.930232558139535
толковать;5.26315789473684;0.930232558139535
тонешенький;0;1.24031007751938
трубчат;0;1.55038759689922
трубчатый;0;1.3953488372093
труд;10.5263157894737;0.930232558139535
тула;0;0.310077519379845
туманичка;0;0.930232558139535
турец;0;0.310077519379845
турыжный;0;0.465116279069767
убавлять;0;1.24031007751938
угроза;0;1.55038759689922
удова;0;1.24031007751938
удовольствие;0;0.930232558139535
уездный;0;1.3953488372093
укусить;10.5263157894737;0.930232558139535
уливалася;0;1.24031007751938
упускать;0;1.86046511627907
ура;5.26315789473684;0.310077519379845
уральский;0;1.55038759689922
уродиться;0;1.24031007751938
усеивать;0;1.55038759689922
усик;0;0.930232558139535
успокаиваться;15.7894736842105;0.930232558139535
успущать;0;1.86046511627907
устиман;0;0.310077519379845
устье;0;1.55038759689922
уся;0;1.86046511627907
утенок;0;1.24031007751938
ущелие;5.26315789473684;0.930232558139535
фуражка;0;1.55038759689922
хворый;15.7894736842105;0.930232558139535
хизинка;0;0.775193798449612
хитра;0;1.24031007751938
хлев;0;1.3953488372093
хлоп;0;0.930232558139535
хлопотливый;0;1.08527131782946
хочь;0;1.55038759689922
хранить;28.9473684210526;0
хренок;0;0.62015503875969
цеплять;0;1.24031007751938
цепочечка;0;0.930232558139535
церковный;0;1.24031007751938
цыган;5.26315789473684;1.24031007751938
частехонький;0;1.86046511627907
чашник;0;0.62015503875969
челнок;0;1.3953488372093
челобитная;0;0.930232558139535
черкешечка;0;0.930232558139535
черненек;0;1.86046511627907
чернушечка;0;0.310077519379845
четверток;0;1.3953488372093
шабренушка;0;0.465116279069767
шапонька;0;0.310077519379845
шахматы;0;1.55038759689922
шипица;0;1.08527131782946
ширинка;0;1.08527131782946
шиш;0;0.775193798449612
штука;0;1.70542635658915
шукать;0;1.55038759689922
шут;0;1.55038759689922
щебетун;28.9473684210526;0
щеголиха;0;1.55038759689922
щит;21.0526315789474;0.310077519379845
эвт;0;1.86046511627907
этый;0;0.465116279069767
явство;0;0.310077519379845
яд;0;0.310077519379845
ямочка;0;1.24031007751938
ямской;0;1.55038759689922
ямушка;0;0.62015503875969
