"CONTROL_SOBOLEVSKY_1" "CONTROL_SOBOLEVSKY_2" "CONTROL_SOBOLEVSKY_3" "KIREYEVSKY_1" "KIREYEVSKY_2" "KIREYEVSKY_3" "PESENNIKI_1" "PESENNIKI_2" "PESENNIKI_3" "RUSCORPORA_1" "RUSCORPORA_2" "RUSCORPORA_3" "RUSSKIE_PESNI_1" "RUSSKIE_PESNI_2" "RUSSKIE_PESNI_3" "SOBOLEVSKY_FULL_1" "SOBOLEVSKY_FULL_2" "SOBOLEVSKY_FULL_3"
"сын" 0.08 0.1 0.08 0.16 0.15 0.13 0.11 0.11 0.11 0.07 0.06 0.03 0 0.01 0.01 0.14 0.09 0.09
"выходить" 0.11 0.11 0.13 0.1 0.09 0.11 0.1 0.08 0.06 0.04 0.05 0 0.05 0.04 0.06 0.13 0.08 0.18
"лишь" 0.02 0.02 0 0.02 0.01 0.02 0.09 0.09 0.08 0.19 0.2 0.14 0.16 0.24 0.18 0.03 0.02 0.01
"братец" 0.23 0.21 0.15 0.1 0.12 0.19 0.01 0.02 0.03 0.02 0 0.01 0.01 0 0.03 0.13 0.08 0.16
"год" 0.05 0.11 0.14 0.07 0.04 0.11 0.03 0.06 0.04 0.14 0.12 0.11 0.05 0.03 0.05 0.07 0.15 0.13
"хоть" 0.12 0.08 0.07 0.08 0.11 0.03 0.03 0.12 0.08 0.07 0.13 0.12 0.09 0.09 0.08 0.06 0.07 0.05
"цветок" 0.08 0.03 0.02 0.05 0.08 0.04 0.09 0.08 0.07 0.09 0.12 0.07 0.19 0.13 0.14 0.07 0.05 0.07
"дочь" 0.21 0.24 0.19 0.09 0.08 0.07 0.05 0.04 0.05 0.03 0.06 0.03 0.01 0.02 0.03 0.08 0.08 0.1
"речь" 0.07 0.09 0.11 0.08 0.09 0.06 0.09 0.06 0.05 0.09 0.06 0.05 0.11 0.12 0.18 0.05 0.05 0.05
"забывать" 0.07 0.09 0.13 0.03 0.03 0.07 0.07 0.08 0.07 0.15 0.07 0.1 0.14 0.13 0.09 0.03 0.05 0.04
"слово" 0.07 0.08 0.06 0.05 0.12 0.04 0.12 0.13 0.15 0.03 0.09 0.16 0.06 0.08 0.05 0.06 0.02 0.07
"голова" 0.06 0.06 0.09 0.06 0.14 0.16 0.07 0.06 0.05 0.08 0.02 0.06 0.04 0.04 0.05 0.18 0.13 0.08
"жизнь" 0.01 0 0 0.02 0.04 0.01 0.04 0.06 0.06 0.15 0.27 0.25 0.15 0.2 0.14 0.01 0.01 0.01
"садиться" 0.1 0.15 0.14 0.14 0.13 0.14 0.06 0.06 0.08 0.03 0.02 0.03 0.02 0.02 0.03 0.07 0.1 0.1
"сокол" 0.08 0.17 0.1 0.08 0.08 0.07 0.05 0.09 0.08 0 0 0 0.12 0.11 0.14 0.1 0.04 0.11
"скоро" 0.02 0.04 0.03 0.06 0.04 0.06 0.06 0.08 0.09 0.08 0.08 0.04 0.15 0.17 0.26 0.04 0.07 0.04
"дорогой" 0.08 0.09 0.08 0.1 0.07 0.08 0.09 0.13 0.09 0.04 0.03 0.03 0.05 0.03 0.08 0.04 0.11 0.17
"петь" 0.07 0.12 0.04 0.12 0.12 0.1 0.04 0.04 0.05 0.13 0.09 0.09 0.07 0.08 0.09 0.03 0.05 0.06
"высокий" 0.13 0.08 0.14 0.13 0.05 0.09 0.13 0.1 0.11 0.02 0.02 0.01 0.06 0.03 0.08 0.05 0.02 0.12
"домой" 0.11 0.15 0.12 0.11 0.1 0.12 0.08 0.03 0.06 0.02 0.02 0.02 0.03 0.02 0.01 0.06 0.16 0.14
"находить" 0.04 0.04 0.06 0.1 0.04 0.05 0.06 0.1 0.08 0.1 0.09 0.03 0.11 0.09 0.18 0.06 0.05 0.08
"такой" 0.08 0.11 0.05 0.08 0.1 0.06 0.07 0.06 0.06 0.11 0.1 0.07 0.04 0.07 0.06 0.09 0.08 0.07
"третий" 0.23 0.16 0.17 0.08 0.12 0.13 0.07 0.08 0.07 0.01 0 0.01 0.01 0 0 0.05 0.1 0.07
"ворота" 0.07 0.09 0.07 0.07 0.1 0.1 0.12 0.09 0.06 0.01 0.03 0.03 0.07 0.06 0.06 0.08 0.1 0.14
"глядеть" 0.06 0.08 0.08 0.04 0.11 0.09 0.08 0.04 0.08 0.02 0.06 0.04 0.1 0.09 0.12 0.1 0.07 0.08
"много" 0.06 0.03 0.02 0.04 0.06 0.09 0.08 0.06 0.05 0.06 0.11 0.04 0.14 0.21 0.09 0.05 0.04 0.09
"пить" 0.05 0.05 0.04 0.08 0.11 0.1 0.14 0.1 0.14 0.08 0.07 0.03 0 0.01 0.01 0.1 0.13 0.07
"брат" 0.14 0.12 0.18 0.07 0.13 0.07 0.04 0.03 0.04 0.05 0.08 0.05 0.02 0.04 0.04 0.06 0.06 0.07
"город" 0.06 0.05 0.08 0.12 0.09 0.13 0.08 0.04 0.03 0.01 0.01 0.07 0.02 0.03 0.06 0.17 0.13 0.11
"бежать" 0.04 0.06 0.05 0.05 0.08 0.14 0.03 0.09 0.08 0.09 0.04 0.03 0.03 0.08 0.1 0.11 0.08 0.09
"чистый" 0.08 0.11 0.13 0.04 0.08 0.09 0.1 0.06 0.06 0.03 0.03 0.02 0.08 0.08 0.07 0.07 0.06 0.08
"бить" 0.06 0.02 0.05 0.13 0.13 0.12 0.11 0.11 0.09 0.04 0.07 0.01 0.01 0.01 0 0.12 0.09 0.08
"небо" 0 0 0 0 0 0.01 0.01 0 0.01 0.21 0.2 0.26 0.14 0.2 0.2 0 0.01 0
"час" 0.12 0.09 0.12 0.02 0.05 0.02 0.03 0.03 0.05 0.1 0.16 0.06 0.06 0.08 0.06 0.04 0.1 0.06
"шелковый" 0.07 0.09 0.05 0.09 0.11 0.08 0.08 0.11 0.08 0 0.02 0 0.04 0.04 0.04 0.12 0.12 0.1
"жениться" 0.16 0.13 0.14 0.08 0.06 0.12 0.06 0.06 0.05 0.01 0 0.01 0.04 0.05 0.05 0.09 0.07 0.05
"бог" 0.07 0.07 0.05 0.04 0.05 0.05 0.01 0.02 0.02 0.12 0.24 0.16 0.06 0.07 0.03 0.02 0.06 0.05
"сердечный" 0.06 0.03 0.04 0.08 0.03 0.05 0.1 0.18 0.09 0.01 0 0.01 0.08 0.11 0.14 0.06 0.08 0.04
"хорошо" 0.07 0.09 0.07 0.1 0.12 0.1 0.07 0.08 0.11 0.04 0.04 0.03 0.05 0.04 0.03 0.04 0.04 0.07
"дружка" 0.16 0.13 0.1 0.01 0 0 0.09 0.07 0.08 0 0.01 0 0.05 0.07 0.08 0.06 0.14 0.13
"красавица" 0.03 0.04 0.05 0.03 0.04 0.09 0.1 0.11 0.08 0.03 0 0 0.18 0.15 0.13 0.04 0.04 0.03
"тужить" 0.22 0.21 0.19 0.1 0.11 0.06 0.03 0.02 0.02 0 0 0 0 0.03 0.01 0.07 0.05 0.05
"веселый" 0.03 0.04 0.03 0.07 0.08 0.06 0.12 0.11 0.1 0.08 0.05 0.04 0.04 0.11 0.06 0.03 0.07 0.04
"солнце" 0 0.02 0.01 0.02 0.03 0.03 0.03 0.02 0.04 0.07 0.05 0.12 0.21 0.17 0.24 0.04 0.02 0.04
"алый" 0.06 0.06 0.09 0.06 0.05 0.06 0.1 0.14 0.11 0.05 0.01 0 0.09 0.04 0.08 0.04 0.06 0.04
"трава" 0.03 0.01 0.02 0.06 0.07 0.05 0.1 0.11 0.08 0.02 0.02 0.03 0.09 0.1 0.03 0.09 0.09 0.14
"добро" 0.07 0.08 0.14 0.03 0.06 0.03 0.05 0.04 0.03 0.03 0.05 0.02 0.08 0.08 0.09 0.06 0.12 0.07
"иль" 0.03 0.01 0.01 0 0.01 0.01 0.1 0.06 0.03 0.22 0.16 0.14 0.07 0.09 0.15 0.03 0 0
"ум" 0.05 0.04 0.06 0.07 0.05 0.03 0.07 0.08 0.06 0.11 0.09 0.06 0.05 0.05 0.07 0.07 0.05 0.06
"бедный" 0.05 0.03 0.02 0.03 0.03 0.02 0.06 0.1 0.05 0.09 0.06 0.02 0.14 0.16 0.17 0.03 0.03 0.02
"золотой" 0.07 0.06 0.07 0.11 0.05 0.07 0.04 0.04 0.05 0.04 0.05 0.03 0.11 0.09 0.06 0.07 0.05 0.05
"речка" 0.1 0.03 0.08 0.15 0.16 0.12 0.01 0.01 0.02 0 0 0 0.04 0.06 0.06 0.07 0.06 0.14
"куда" 0.08 0.07 0.05 0.07 0.05 0.06 0.06 0.06 0.03 0.08 0.02 0.03 0.05 0.09 0.07 0.1 0.09 0.04
"поехать" 0.1 0.08 0.11 0.16 0.03 0.09 0.05 0.02 0.05 0.01 0.01 0.02 0.02 0.03 0.02 0.12 0.1 0.08
"вставать" 0.1 0.1 0.07 0.02 0.07 0.08 0.1 0.08 0.07 0 0.04 0.05 0.04 0.02 0.02 0.05 0.08 0.1
"голубушка" 0.08 0.13 0.1 0.1 0.06 0.15 0.08 0.08 0.06 0 0 0 0.06 0.06 0.03 0 0.06 0.04
"или" 0.01 0.04 0.05 0.03 0.07 0.04 0.08 0.08 0.08 0.11 0.13 0.02 0.07 0.08 0.07 0.08 0.02 0.03
"красота" 0.02 0.01 0.02 0.04 0.02 0.03 0.11 0.09 0.06 0.07 0.06 0.07 0.13 0.09 0.13 0.07 0.02 0.05
"гореть" 0.06 0.04 0.07 0.08 0.02 0.04 0.05 0.05 0.06 0.03 0.08 0.05 0.11 0.12 0.07 0.02 0.05 0.07
"злой" 0.04 0.02 0.05 0.03 0.07 0.07 0.01 0.01 0.03 0.05 0.02 0.03 0.21 0.19 0.17 0.03 0.02 0.02
"кудри" 0.05 0.06 0.04 0.08 0.06 0.09 0.12 0.07 0.12 0.01 0.03 0 0.06 0.09 0.05 0.04 0.03 0.07
"полюбить" 0.04 0.04 0.02 0.05 0.08 0.1 0.08 0.07 0.12 0.02 0 0.01 0.12 0.13 0.09 0.06 0.03 0.01
"головушка" 0.06 0.07 0.07 0.11 0.06 0.11 0.05 0.05 0.08 0 0 0 0.1 0.03 0.04 0.09 0.05 0.09
"коса" 0.02 0.03 0.01 0.03 0.07 0.09 0.1 0.1 0.04 0 0.02 0 0.13 0.1 0.14 0.08 0.08 0.02
"вино" 0.04 0.07 0.08 0.05 0.09 0.06 0.08 0.13 0.09 0.03 0.03 0.04 0.04 0.03 0.02 0.03 0.09 0.05
"первый" 0.08 0.07 0.09 0.09 0.06 0.08 0.04 0.06 0.05 0.03 0.06 0.03 0 0.07 0.01 0.07 0.09 0.07
"который" 0.03 0.03 0.04 0.04 0.02 0.04 0.1 0.06 0.05 0.12 0.2 0.08 0.02 0 0.02 0.08 0.02 0.09
"лететь" 0.02 0.02 0.06 0.03 0.03 0.02 0.05 0.03 0.08 0.07 0.06 0.06 0.1 0.06 0.14 0.08 0.07 0.06
"печаль" 0.09 0.11 0.06 0.03 0.03 0.06 0.06 0.04 0.07 0.03 0.08 0.07 0.05 0.09 0.07 0.04 0.03 0.03
"убивать" 0.05 0.12 0.12 0.12 0.09 0.06 0.05 0.04 0.03 0.04 0.01 0.03 0.03 0.05 0.06 0.05 0.04 0.05
"кручина" 0.12 0.13 0.12 0.03 0.02 0.01 0.09 0.04 0.05 0 0 0.01 0.12 0.09 0.08 0.06 0.04 0.02
"мысль" 0.11 0.15 0.14 0.06 0.02 0.03 0.04 0.05 0.05 0.05 0.09 0.06 0.04 0.05 0.04 0.01 0.01 0.03
"солнышко" 0.06 0.03 0.05 0.06 0.04 0.02 0.05 0.04 0.07 0 0 0.01 0.18 0.16 0.18 0.03 0.02 0.03
"восходить" 0.09 0.05 0.04 0.1 0.06 0.07 0.07 0.07 0.06 0.03 0.03 0.02 0.06 0.04 0.03 0.1 0.06 0.04
"сизый" 0.17 0.12 0.19 0.06 0.08 0.08 0.05 0.05 0.04 0 0 0.01 0 0.01 0 0.06 0.05 0.05
"полно" 0.04 0.05 0.07 0.1 0.08 0.02 0.09 0.13 0.11 0.02 0.03 0.03 0.04 0.03 0.02 0.06 0.04 0.05
"чтоб" 0.02 0.03 0.01 0.01 0.03 0.03 0.07 0.09 0.08 0.15 0.09 0.06 0.1 0.08 0.06 0.03 0.04 0.03
"быстрый" 0.07 0.06 0.03 0.15 0.1 0.05 0.06 0.04 0.06 0.02 0.01 0.02 0.08 0.08 0.04 0.07 0.04 0.02
"здесь" 0.01 0.02 0 0.01 0.02 0.02 0.05 0.05 0.06 0.17 0.13 0.12 0.09 0.08 0.07 0.04 0.04 0.02
"купить" 0.08 0.05 0.07 0.08 0.06 0.07 0.09 0.11 0.05 0 0 0 0.02 0.03 0.01 0.1 0.05 0.13
"луг" 0.1 0.06 0.07 0.02 0.08 0.07 0.08 0.06 0.06 0.02 0.05 0.02 0.07 0.08 0.06 0.02 0.04 0.04
"сторонушка" 0.13 0.14 0.18 0.02 0.04 0.06 0.04 0.06 0.04 0 0 0 0.04 0.02 0.07 0.05 0.06 0.05
"беда" 0 0.01 0.01 0.03 0.04 0.02 0.05 0.04 0.08 0.02 0.1 0.09 0.14 0.14 0.13 0.02 0.03 0.04
"бел" 0.07 0.04 0.06 0.09 0.12 0.12 0.07 0.04 0.06 0.01 0 0.01 0.05 0.05 0.06 0.02 0.04 0.08
"дело" 0.03 0.03 0.03 0.03 0.07 0.03 0.16 0.16 0.14 0.03 0.08 0.09 0.01 0.03 0.03 0 0 0.04
"ночевать" 0.1 0.08 0.07 0.08 0.11 0.15 0.07 0.08 0.09 0 0.02 0 0 0 0 0.06 0.04 0.04
"сударушка" 0.03 0.07 0 0.09 0.14 0.09 0.09 0.11 0.13 0 0 0 0.01 0.01 0 0.07 0.1 0.05
"удалой" 0.09 0.06 0.1 0.06 0.02 0.07 0.05 0.05 0.06 0 0.01 0.02 0.06 0.09 0.03 0.07 0.04 0.11
"голос" 0.03 0.02 0.02 0.11 0.08 0.03 0.06 0.04 0.06 0.05 0.04 0.07 0.05 0.1 0.04 0.08 0.06 0.04
"ждать" 0.02 0.01 0 0.03 0.06 0.02 0.02 0.04 0.07 0.09 0.07 0.05 0.1 0.13 0.11 0.06 0.06 0.04
"нога" 0.08 0.04 0.04 0.06 0.09 0.05 0.07 0.04 0.06 0.04 0.07 0.07 0.02 0.02 0.03 0.05 0.06 0.09
"проходить" 0.09 0.02 0.03 0.06 0.04 0.1 0.05 0.04 0.04 0.05 0.05 0.06 0.1 0.03 0.06 0.07 0.05 0.04
"сестра" 0.04 0.05 0.05 0.1 0.07 0.13 0.06 0.05 0.06 0.02 0.02 0.01 0.03 0.02 0.02 0.07 0.09 0.09
"играть" 0.05 0.02 0.03 0.08 0.06 0.03 0.07 0.04 0.06 0.12 0.05 0.04 0.06 0.04 0.08 0.04 0.06 0.04
"сон" 0.03 0.02 0.07 0.06 0.03 0.03 0.03 0.07 0.04 0.18 0.13 0.08 0.04 0.02 0.06 0.01 0.02 0.05
"будто" 0.08 0.08 0.05 0.05 0.02 0.04 0.04 0 0.03 0.06 0.1 0.03 0.15 0.08 0.04 0.05 0.03 0.03
"вечер" 0.02 0.04 0.02 0.09 0.08 0.07 0.06 0.06 0.06 0.03 0.05 0.05 0.08 0.05 0.03 0.07 0.06 0.04
"голубь" 0.13 0.18 0.15 0.04 0.02 0.03 0.02 0.12 0.07 0 0 0.01 0.02 0.01 0.03 0.06 0.04 0.03
"молодчик" 0.1 0.06 0.06 0.09 0.12 0.06 0.05 0.05 0.09 0 0 0 0.03 0.02 0.03 0.09 0.05 0.05
"заря" 0.06 0.04 0.03 0.06 0.14 0.07 0.03 0.02 0.03 0.05 0.07 0.04 0.05 0.08 0.07 0.01 0.04 0.05
"большой" 0.09 0.08 0.1 0.07 0.08 0.1 0.03 0.03 0.01 0.05 0.01 0.02 0.03 0 0.02 0.06 0.08 0.07
"ее" 0.03 0.05 0.06 0.03 0.02 0.06 0.05 0.04 0.03 0.08 0.13 0.09 0.04 0.05 0.06 0.03 0.04 0.04
"парень" 0.05 0.04 0.09 0.09 0.1 0.1 0.07 0.06 0.11 0 0 0 0.03 0.02 0.01 0.05 0.02 0.09
"пускать" 0.06 0.06 0.07 0.07 0.09 0.11 0.09 0.07 0.05 0 0.01 0.01 0.04 0.02 0.02 0.07 0.04 0.05
"верный" 0.01 0.01 0.01 0.04 0.02 0.05 0.01 0.03 0.02 0.07 0.08 0.09 0.07 0.11 0.06 0.1 0.07 0.07
"время" 0.02 0.03 0.02 0.04 0.03 0.02 0.03 0.02 0.05 0.08 0.02 0.09 0.12 0.16 0.09 0.02 0.07 0.01
"окошко" 0.1 0.09 0.1 0.05 0.08 0.07 0.05 0.06 0.04 0.01 0 0.01 0.01 0.04 0.03 0.08 0.02 0.08
"путь" 0.06 0.04 0.04 0.03 0.04 0.02 0.02 0.03 0.03 0.08 0.09 0.11 0.09 0.08 0.07 0.04 0.02 0.03
"крутой" 0.08 0.09 0.08 0.1 0.04 0.05 0.11 0.07 0.05 0.04 0.02 0.03 0.03 0.01 0 0.03 0.02 0.06
"долго" 0.05 0.04 0.03 0.04 0.05 0.01 0.08 0.02 0.06 0.06 0.08 0 0.13 0.09 0.07 0.03 0.02 0.04
"огонь" 0.03 0.02 0.04 0.06 0.01 0.02 0.02 0.03 0.02 0.1 0.12 0.07 0.1 0.08 0.11 0.01 0.02 0.04
"соловей" 0.07 0.02 0.05 0.06 0.06 0.06 0.06 0.06 0.08 0.02 0.02 0 0.08 0.1 0.09 0.02 0.04 0.01
"век" 0.06 0.06 0.04 0.03 0.02 0.05 0.02 0.05 0.06 0.07 0.03 0.07 0.07 0.11 0.03 0.01 0.09 0.02
"воля" 0.03 0.04 0.03 0.05 0.03 0.09 0.04 0.05 0.05 0.03 0.05 0.04 0.05 0.08 0.08 0.05 0.05 0.05
"тело" 0.09 0.09 0.09 0.08 0.07 0.13 0.03 0.01 0.02 0.03 0.02 0.06 0.01 0.03 0 0.06 0.03 0.04
"вдоль" 0.02 0.07 0.03 0.05 0.06 0.07 0.09 0.1 0.05 0.01 0 0.04 0.02 0 0.02 0.12 0.05 0.08
"князь" 0.02 0.02 0.02 0.07 0.1 0.07 0.01 0.02 0.01 0.04 0.02 0.07 0.01 0 0 0.1 0.13 0.17
"ретивый" 0.07 0.07 0.06 0.05 0.04 0.03 0.04 0.04 0.02 0.02 0.01 0.01 0.08 0.13 0.13 0.01 0.01 0.06
"тогда" 0 0.03 0.02 0 0 0 0.03 0.03 0.05 0.08 0.08 0.07 0.15 0.17 0.1 0.02 0.03 0.02
"через" 0.06 0.04 0.04 0.06 0.1 0.05 0.05 0.09 0.06 0.03 0.01 0.06 0.02 0.04 0.02 0.07 0.05 0.03
"буйный" 0.03 0.02 0.02 0.04 0.06 0.08 0.06 0.04 0.06 0 0.05 0 0.09 0.09 0.05 0.02 0.1 0.06
"плыть" 0.09 0.08 0.11 0.06 0.05 0.06 0.04 0.05 0.04 0.01 0.02 0.04 0.03 0.06 0.02 0.05 0.03 0.03
"сей" 0.02 0.01 0.01 0.01 0.01 0 0.07 0.03 0.06 0.21 0.15 0.2 0.01 0.02 0.04 0.01 0.01 0
"ехать" 0.08 0.08 0.06 0.1 0.09 0.08 0.01 0.03 0.03 0.04 0.02 0.01 0.06 0.04 0.03 0.05 0.01 0.04
"прийти" 0.02 0.01 0.01 0.01 0.05 0.05 0.05 0.05 0.07 0.06 0.06 0.04 0.09 0.08 0.09 0.05 0.04 0.03
"рад" 0.09 0.06 0.08 0.07 0.05 0.02 0.08 0.06 0.05 0.01 0.03 0.04 0.01 0.02 0.02 0.06 0.02 0.09
"сладкий" 0.02 0.06 0.03 0.01 0.1 0.06 0.02 0.01 0.01 0.06 0.03 0.09 0.09 0.06 0.09 0.05 0.02 0.05
"весна" 0.01 0.02 0.02 0.08 0.03 0.06 0.01 0.02 0.03 0.03 0.04 0.05 0.07 0.16 0.14 0.02 0.02 0.04
"слава" 0.04 0.06 0.05 0.01 0 0.06 0.05 0.03 0.04 0.14 0.15 0.08 0.02 0 0.05 0 0.06 0.01
"лютый" 0.04 0.03 0.02 0.04 0.05 0.05 0.03 0.02 0.02 0 0 0 0.11 0.21 0.1 0.03 0.03 0.06
"малый" 0.08 0.04 0.05 0.06 0.05 0.07 0.06 0.08 0.11 0 0.01 0.01 0 0 0 0.09 0.07 0.06
"окно" 0.06 0.06 0.09 0.08 0.05 0.06 0.03 0.04 0.04 0.09 0.03 0 0.06 0.03 0.05 0.02 0.03 0.02
"если" 0.06 0.05 0.02 0.02 0.05 0.06 0 0 0 0.09 0.06 0.06 0.12 0.06 0.08 0.07 0.03 0
"люли" 0 0 0 0.02 0.03 0.03 0.19 0.22 0.17 0 0.01 0 0.04 0.04 0.01 0.03 0.04 0
"видать" 0.03 0.03 0.03 0.03 0.06 0.01 0.05 0.04 0.07 0.03 0.03 0.03 0.08 0.13 0.07 0.01 0.04 0.05
"принимать" 0.01 0.03 0.03 0.03 0.06 0.05 0.06 0.1 0.04 0.05 0.01 0.06 0.03 0.04 0.05 0.05 0.05 0.07
"ручка" 0.11 0.06 0.11 0.08 0.06 0.11 0.01 0.03 0.02 0 0 0.01 0 0 0.02 0.08 0.08 0.04
"теперь" 0.02 0 0.01 0.03 0.03 0.02 0.02 0.03 0.02 0.13 0.06 0.04 0.17 0.11 0.09 0.01 0.01 0.02
"умирать" 0 0.02 0.02 0.01 0.05 0.04 0.04 0.05 0.05 0.07 0.08 0.02 0.13 0.1 0.1 0.01 0.02 0.01
"царь" 0 0.01 0.01 0.06 0.04 0.03 0.03 0.07 0.03 0.16 0.11 0.11 0.04 0 0.02 0.05 0.03 0.02
"дорожка" 0.07 0.02 0.04 0.11 0.06 0.08 0.03 0.05 0.05 0 0.01 0 0.01 0.03 0.03 0.05 0.06 0.11
"ночка" 0.04 0.05 0.04 0.06 0.03 0.13 0.06 0.09 0.08 0 0 0 0.04 0.01 0.05 0.06 0.05 0.02
"брать" 0.05 0.1 0.04 0.08 0.07 0.05 0.01 0.04 0.03 0.01 0.01 0.01 0.03 0.02 0.04 0.06 0.02 0.13
"русый" 0.02 0.04 0.08 0.01 0.04 0.05 0.05 0.05 0.04 0.01 0 0 0.06 0.07 0.1 0.04 0.06 0.08
"давно" 0.06 0.06 0.05 0.04 0.01 0.02 0.02 0.01 0.02 0.08 0.09 0.08 0.08 0.04 0.07 0.02 0 0.04
"их" 0 0 0 0 0 0 0 0.01 0.01 0.19 0.17 0.27 0.04 0.05 0.03 0 0 0.02
"прощать" 0.01 0.02 0.01 0.05 0.04 0.02 0.08 0.08 0.07 0.05 0.08 0.03 0.05 0.05 0.04 0.03 0.03 0.05
"вести" 0.03 0.02 0.02 0.07 0.06 0.05 0.03 0.01 0.03 0.02 0.03 0.06 0.06 0.04 0.06 0.07 0.06 0.06
"долина" 0.05 0.05 0.02 0.06 0.11 0.05 0.03 0.06 0.03 0.04 0.06 0.02 0.05 0.02 0.03 0.05 0.02 0.03
"дом" 0.06 0.06 0.04 0.03 0.06 0.03 0.06 0.02 0.05 0.03 0.04 0.1 0.01 0.03 0.02 0.03 0.05 0.06
"никто" 0.01 0.01 0.03 0.08 0.05 0.07 0.01 0.05 0.04 0.02 0.03 0.02 0.05 0.06 0.08 0.06 0.07 0.04
"подавать" 0.03 0.05 0.04 0.1 0.1 0.05 0.06 0.07 0.07 0.02 0.03 0.02 0 0 0.02 0.04 0.03 0.05
"прежний" 0.03 0.03 0.04 0.01 0.08 0.04 0.05 0.07 0.07 0.04 0.03 0.05 0.07 0.07 0.05 0.02 0.03 0
"частый" 0.08 0.05 0.03 0.1 0.05 0.07 0.07 0.05 0.05 0 0 0 0.02 0.02 0.02 0.07 0.03 0.07
"кровать" 0.07 0.05 0.1 0.02 0.06 0.03 0.1 0.08 0.09 0 0 0.01 0 0 0.01 0.06 0.04 0.05
"молвить" 0.03 0.03 0.03 0.03 0.01 0.01 0.12 0.11 0.11 0.02 0.04 0 0.08 0.06 0.04 0 0.02 0.03
"садик" 0.1 0.09 0.13 0.09 0.07 0.08 0.02 0.02 0.02 0 0 0 0.01 0.01 0.01 0.03 0.05 0.04
"чем" 0.04 0.02 0.03 0.01 0.04 0.04 0.05 0.02 0.06 0.1 0.06 0.07 0.03 0.05 0.07 0.06 0.01 0.01
"душечка" 0.07 0.03 0.06 0.05 0.05 0.03 0.07 0.08 0.07 0 0.01 0 0 0.02 0.03 0.06 0.08 0.05
"летать" 0.08 0.08 0.07 0.08 0.04 0.04 0.05 0.04 0.02 0.01 0 0 0.06 0.06 0.02 0.02 0.02 0.07
"тонкий" 0.06 0.05 0.04 0.1 0.08 0.08 0.05 0.04 0.04 0 0.02 0 0 0.02 0.02 0.06 0.07 0.03
"дороженька" 0.06 0.04 0.05 0.02 0.05 0.11 0.05 0.04 0.04 0 0 0 0 0.03 0.03 0.12 0.06 0.05
"мир" 0.01 0.02 0.01 0.01 0.01 0.01 0.06 0.01 0.02 0.15 0.16 0.16 0.02 0.05 0.05 0 0 0
"москва" 0.03 0.04 0.06 0.1 0.04 0.07 0.03 0.05 0.02 0.03 0.01 0.06 0.02 0.01 0.05 0.04 0.02 0.07
"нету" 0.06 0.04 0.12 0.05 0.04 0.02 0.01 0.03 0.01 0 0 0.01 0.02 0.04 0.04 0.1 0.07 0.09
"песня" 0.01 0.02 0.02 0 0.04 0.02 0 0 0 0.08 0.07 0.07 0.13 0.1 0.11 0.06 0.01 0.01
"правый" 0.07 0.03 0.04 0.02 0.05 0.07 0.04 0.05 0.06 0.02 0.03 0.02 0.01 0.03 0.01 0.04 0.07 0.09
"светлый" 0.04 0.03 0.03 0 0.03 0.02 0.03 0.01 0.02 0.11 0.09 0.06 0.09 0.06 0.07 0.01 0.04 0.01
"туча" 0.03 0.04 0.06 0.03 0.01 0.01 0 0 0 0.04 0.06 0.04 0.13 0.14 0.14 0 0.01 0.01
"ваш" 0.03 0.04 0.06 0.04 0.02 0.06 0.01 0.03 0.01 0.11 0.13 0.09 0 0 0.01 0.04 0.03 0.03
"дальний" 0.02 0.05 0.03 0.1 0.09 0.09 0.01 0.01 0.02 0.01 0.02 0.01 0.07 0.05 0.07 0.03 0.03 0.03
"дитятко" 0.12 0.15 0.11 0.05 0.06 0.04 0.01 0.01 0.02 0 0 0.01 0.02 0.02 0.03 0.05 0.02 0.02
"дума" 0 0.06 0.01 0.04 0.07 0.05 0 0 0.01 0.09 0.08 0.07 0.06 0.06 0.06 0.04 0.03 0.01
"нельзя" 0.03 0.03 0.04 0.04 0.05 0.06 0.04 0.02 0.04 0.03 0.05 0.01 0.03 0.05 0.1 0.03 0.07 0.02
"нести" 0.06 0.06 0.07 0.05 0.05 0.02 0.04 0.06 0.03 0.01 0.03 0.04 0.04 0.03 0.03 0.04 0.05 0.03
"окошечко" 0.07 0.04 0.07 0.06 0.08 0.04 0.07 0.06 0.05 0 0 0 0.03 0.01 0.03 0.05 0.04 0.04
"прочь" 0.01 0.05 0.02 0.03 0.01 0.03 0.09 0.11 0.15 0.03 0.03 0 0.04 0.04 0.03 0 0.04 0.03
"синий" 0.05 0.09 0.06 0.04 0.04 0.04 0 0.01 0.03 0 0.02 0.02 0.04 0.03 0.06 0.07 0.01 0.13
"счастие" 0 0 0 0 0.01 0 0.01 0.03 0.02 0.07 0.09 0.05 0.1 0.17 0.17 0.02 0 0
"чтобы" 0.07 0.07 0.08 0.03 0.03 0.03 0.05 0.05 0.04 0 0.01 0.06 0.04 0.02 0.01 0.08 0.05 0.02
"мила" 0.05 0.09 0.05 0 0 0 0.06 0.06 0.09 0.01 0 0.01 0.04 0.04 0.05 0.06 0.06 0.06
"покидать" 0.01 0.02 0.01 0.04 0.05 0.05 0.04 0.04 0.04 0.05 0.06 0.04 0.05 0.11 0.06 0 0.02 0.04
